S07LSAT8_Plastic_Pipe_GDS344_Blue_ASDFRa_AREF.txt,impervious,0.53624058,0.37969717,0.25125423,0.66450828,0.53619903,0.1679565
S07LSAT8_Plastic_PVC_GDS338_White_ASDFRa_AREF.txt,impervious,0.6391207,0.66293323,0.69163817,0.7030139,0.53863078,0.17643161
S07LSAT8_Plastic_Tarp_GDS339_Green_ASDFRa_AREF.txt,impervious,0.19989546,0.21134739,0.1078501,0.6102519,0.59687352,0.46168897
S07LSAT8_Plastic_Tarp_GDS340_Blu_Wovn_ASDFRa_AREF.txt,impervious,0.30349785,0.082978025,0.077611983,0.57126021,0.59349114,0.45598555
S07LSAT8_Plastic_Tyvek_GDS369_White_ASDFRa_AREF.txt,impervious,0.70803434,0.69918478,0.68807489,0.67122531,0.60358113,0.53096443
S07LSAT8_Plastic_Vinyl_GDS372_White_ASDFRa_AREF.txt,impervious,0.80721283,0.79077357,0.76511765,0.71095878,0.58959675,0.38671762
S07LSAT8_Plastic_Vinyl_GDS395_Clr1mm_ASDFRa_AREF.txt,impervious,0.4236643,0.36386615,0.42019421,0.47352678,0.44340658,0.18925402
S07LSAT8_Plastic_Vinyl_GDS396_Clr1mm_ASDFRa_AREF.txt,impervious,0.41219479,0.36448291,0.40866619,0.4481332,0.43729696,0.21021897
S07LSAT8_Plastic_Vinyl_GDS397_Cl0.4mm_ASDFRa_AREF.txt,impervious,0.42809916,0.40097949,0.41490209,0.45661455,0.46750796,0.35332325
S07LSAT8_Plastic_Vinyl_GDS398_Red_Toy_ASDFRa_AREF.txt,impervious,0.090736292,0.087392285,0.69439143,0.65565592,0.30481362,0.069177911
S07LSAT8_Plastic_Visqueen_GDS370_Clr_ASDFRa_AREF.txt,impervious,0.4494276,0.45275807,0.45301604,0.45609069,0.4509545,0.40354148
S07LSAT8_Plywood_GDS365_Fresh_Pine_ASDFRa_AREF.txt,impervious,0.23284693,0.34743631,0.56912428,0.79726923,0.5967586,0.41409755
S07LSAT8_Polyester_Pile_GDS434_Blk_ASDFRa_AREF.txt,impervious,0.012474936,0.011419629,0.014392394,0.73776186,0.67291284,0.41456643
S07LSAT8_Polyester_Pile_GDS435_DkGrn_ASDFRa_AREF.txt,impervious,0.037072685,0.033038396,0.017876163,0.61751479,0.57277089,0.37424955
S07LSAT8_Polyester_Webbing_GDS429_Blk_ASDFRa_AREF.txt,impervious,0.021823712,0.021495819,0.021515366,0.51477993,0.50993758,0.2619541
S07LSAT8_Polystyrene_GDS345_BluInsul_ASDFRa_AREF.txt,impervious,0.74986458,0.60018742,0.5018214,0.82809484,0.78105724,0.59137404
S07LSAT8_Potassium_Sulfate_JT1-3282_ASDHRa_AREF.txt,impervious,0.96301794,0.97642016,0.98565412,0.99238032,0.98797917,0.97984785
S07LSAT8_Praseodymium_Chloride_39386_ASDFRa_AREF.txt,impervious,0.39382946,0.70796233,0.75674379,0.75410843,0.14610571,0.25416839
S07LSAT8_Praseodymium_Nitrate_Hexahyd_ASDFRa_AREF.txt,impervious,0.25412163,0.46610287,0.58166772,0.56892246,0.020466302,0.023947772
S07LSAT8_Praseodymium_Oxide_GDS35_ASDFRc_AREF.txt,impervious,0.017766764,0.019483224,0.029301189,0.04315095,0.36567676,0.61875445
